1,2019-11-24 19:55:29.26,temperature,51
2,2019-11-24 19:55:29.28,voltage,1021
3,2019-11-24 19:55:29.28,temperature,48
4,2019-11-24 19:55:29.28,voltage,1006
5,2019-11-24 19:55:29.28,temperature,43
6,2019-11-24 19:55:29.28,voltage,1028
7,2019-11-24 19:55:29.28,temperature,44
8,2019-11-24 19:55:29.28,voltage,1007
9,2019-11-24 19:55:29.28,temperature,43
10,2019-11-24 19:55:29.28,voltage,978
11,2019-11-24 19:55:29.28,temperature,48
12,2019-11-24 19:55:29.28,voltage,984
13,2019-11-24 19:55:29.28,temperature,47
14,2019-11-24 19:55:29.28,voltage,1010
15,2019-11-24 19:55:29.28,temperature,48
16,2019-11-24 19:55:29.281,voltage,1046
17,2019-11-24 19:55:29.281,temperature,54
18,2019-11-24 19:55:29.281,voltage,1002
19,2019-11-24 19:55:29.281,temperature,50
20,2019-11-24 19:55:29.281,voltage,1017
21,2019-11-24 19:55:29.281,temperature,55
22,2019-11-24 19:55:29.281,voltage,980
23,2019-11-24 19:55:29.281,temperature,53
24,2019-11-24 19:55:29.281,voltage,1047
25,2019-11-24 19:55:29.281,temperature,44
26,2019-11-24 19:55:29.281,voltage,1027
27,2019-11-24 19:55:29.281,temperature,49
28,2019-11-24 19:55:29.281,voltage,958
29,2019-11-24 19:55:29.281,temperature,43
30,2019-11-24 19:55:29.281,voltage,989
31,2019-11-24 19:55:29.281,temperature,43
32,2019-11-24 19:55:29.281,voltage,1043
33,2019-11-24 19:55:29.281,temperature,42
34,2019-11-24 19:55:29.281,voltage,977
35,2019-11-24 19:55:29.281,temperature,43
36,2019-11-24 19:55:29.281,voltage,976
37,2019-11-24 19:55:29.281,temperature,40
38,2019-11-24 19:55:29.281,voltage,1044
39,2019-11-24 19:55:29.281,temperature,55
40,2019-11-24 19:55:29.281,voltage,1025
41,2019-11-24 19:55:29.281,temperature,48
42,2019-11-24 19:55:29.281,voltage,961
43,2019-11-24 19:55:29.281,temperature,47
44,2019-11-24 19:55:29.281,voltage,1001
45,2019-11-24 19:55:29.281,temperature,42
46,2019-11-24 19:55:29.282,voltage,1038
47,2019-11-24 19:55:29.282,temperature,49
48,2019-11-24 19:55:29.282,voltage,992
49,2019-11-24 19:55:29.282,temperature,53
50,2019-11-24 19:55:29.282,voltage,992
51,2019-11-24 19:55:29.282,temperature,48
52,2019-11-24 19:55:29.282,voltage,955
53,2019-11-24 19:55:29.282,temperature,51
54,2019-11-24 19:55:29.282,voltage,1003
55,2019-11-24 19:55:29.282,temperature,42
56,2019-11-24 19:55:29.282,voltage,1046
57,2019-11-24 19:55:29.282,temperature,51
58,2019-11-24 19:55:29.282,voltage,960
59,2019-11-24 19:55:29.282,temperature,45
60,2019-11-24 19:55:29.282,voltage,1012
61,2019-11-24 19:55:29.282,temperature,44
62,2019-11-24 19:55:29.282,voltage,1025
63,2019-11-24 19:55:29.282,temperature,41
64,2019-11-24 19:55:29.282,voltage,1002
65,2019-11-24 19:55:29.282,temperature,48
66,2019-11-24 19:55:29.282,voltage,959
67,2019-11-24 19:55:29.282,temperature,46
68,2019-11-24 19:55:29.282,voltage,954
69,2019-11-24 19:55:29.282,temperature,51
70,2019-11-24 19:55:29.282,voltage,1021
71,2019-11-24 19:55:29.282,temperature,45
72,2019-11-24 19:55:29.282,voltage,1009
73,2019-11-24 19:55:29.282,temperature,49
74,2019-11-24 19:55:29.282,voltage,1024
75,2019-11-24 19:55:29.282,temperature,50
76,2019-11-24 19:55:29.282,voltage,958
77,2019-11-24 19:55:29.282,temperature,49
78,2019-11-24 19:55:29.282,voltage,975
79,2019-11-24 19:55:29.282,temperature,44
80,2019-11-24 19:55:29.282,voltage,991
81,2019-11-24 19:55:29.282,temperature,45
82,2019-11-24 19:55:29.282,voltage,1045
83,2019-11-24 19:55:29.282,temperature,52
84,2019-11-24 19:55:29.282,voltage,1005
85,2019-11-24 19:55:29.282,temperature,47
86,2019-11-24 19:55:29.282,voltage,989
87,2019-11-24 19:55:29.282,temperature,41
88,2019-11-24 19:55:29.282,voltage,951
89,2019-11-24 19:55:29.282,temperature,43
90,2019-11-24 19:55:29.282,voltage,964
91,2019-11-24 19:55:29.282,temperature,47
92,2019-11-24 19:55:29.282,voltage,988
93,2019-11-24 19:55:29.283,temperature,54
94,2019-11-24 19:55:29.283,voltage,974
95,2019-11-24 19:55:29.283,temperature,50
96,2019-11-24 19:55:29.283,voltage,1005
97,2019-11-24 19:55:29.283,temperature,46
98,2019-11-24 19:55:29.283,voltage,972
99,2019-11-24 19:55:29.283,temperature,43
100,2019-11-24 19:55:29.283,voltage,1001
